id,relative_path,filename,containing_directory,folder_artist_guess,tag_artist,tag_album_artist,tag_album,tag_title,tag_track_number,tag_disc_number,tag_year,tag_genre,metadata_status,confidence,reason
4481,music/Alternative & Punk/Sublime/Sublime Gold/KEBP.m4a,KEBP.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Steady B Loop Dub,18/22,1/2,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4482,music/Alternative & Punk/Sublime/Sublime Gold/KZNV.m4a,KZNV.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,We're Only Gonna Die For Our Own Arrogance,10/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4483,music/Alternative & Punk/Sublime/Sublime Gold/LALO.m4a,LALO.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Greatest Hits,21/22,1/2,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4484,music/Alternative & Punk/Sublime/Sublime Gold/MKVQ.m4a,MKVQ.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Badfish,6/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4485,music/Alternative & Punk/Sublime/Sublime Gold/PLQI.m4a,PLQI.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Waiting For My Ruca,7/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4486,music/Alternative & Punk/Sublime/Sublime Gold/POWG.m4a,POWG.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,40 Oz. To Freedom,8/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4487,music/Alternative & Punk/Sublime/Sublime Gold/QJXU.m4a,QJXU.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Rivers Of Babylon,17/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4488,music/Alternative & Punk/Sublime/Sublime Gold/QTJI.m4a,QTJI.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Date Rape,15/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4489,music/Alternative & Punk/Sublime/Sublime Gold/SRNR.m4a,SRNR.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Slow Ride,2/22,1/2,1997,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4490,music/Alternative & Punk/Sublime/Sublime Gold/TJTW.m4a,TJTW.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Scarlet Begonias,12/22,1/2,1992,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4491,music/Alternative & Punk/Sublime/Sublime Gold/VSNO.m4a,VSNO.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Had A Dat,3/22,1/2,1997,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4492,music/Alternative & Punk/Sublime/Sublime Gold/WREZ.m4a,WREZ.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Steppin' Razor,20/22,1/2,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4493,music/Alternative & Punk/Sublime/Sublime Gold/ZBOU.m4a,ZBOU.m4a,Sublime Gold,Alternative & Punk,Sublime,,Sublime Gold,Pool Shark,19/22,1/2,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4494,music/Alternative & Punk/Sum 41/Chuck/BGCN.m4a,BGCN.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,No Reason,2/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4495,music/Alternative & Punk/Sum 41/Chuck/CWIM.m4a,CWIM.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,There's No Solution,12/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4496,music/Alternative & Punk/Sum 41/Chuck/DXGB.m4a,DXGB.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Pieces,11/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4497,music/Alternative & Punk/Sum 41/Chuck/FOAW.m4a,FOAW.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Some Say,5/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4498,music/Alternative & Punk/Sum 41/Chuck/GYQJ.m4a,GYQJ.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,88,13/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4499,music/Alternative & Punk/Sum 41/Chuck/JXMG.m4a,JXMG.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Welcome To Hell,10/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4500,music/Alternative & Punk/Sum 41/Chuck/LPAR.m4a,LPAR.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Intro,1/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4501,music/Alternative & Punk/Sum 41/Chuck/ONSZ.m4a,ONSZ.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,The Bitter End,6/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4502,music/Alternative & Punk/Sum 41/Chuck/PCKM.m4a,PCKM.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Slipping Away,8/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4503,music/Alternative & Punk/Sum 41/Chuck/RBLH.m4a,RBLH.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,We're All To Blame,3/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4504,music/Alternative & Punk/Sum 41/Chuck/RPIK.m4a,RPIK.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,I'm Not The One,9/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4505,music/Alternative & Punk/Sum 41/Chuck/WJVG.m4a,WJVG.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Angels With Dirty Faces,4/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4506,music/Alternative & Punk/Sum 41/Chuck/YUOK.m4a,YUOK.m4a,Chuck,Alternative & Punk,Sum 41,,Chuck,Open Your Eyes,7/13,1/1,2004,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4507,music/Alternative & Punk/The Offspring/Conspiracy Of One/JVNK.m4a,JVNK.m4a,Conspiracy Of One,Alternative & Punk,The Offspring,,Conspiracy Of One,Original Prankster,3/13,1/1,2000,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4508,music/Alternative & Punk/The Offspring/Smash/DIIX.m4a,DIIX.m4a,Smash,Alternative & Punk,The Offspring,,Smash,Gotta Get Away,4/14,1/1,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4509,music/Alternative & Punk/The Offspring/Smash/DKLI.m4a,DKLI.m4a,Smash,Alternative & Punk,The Offspring,,Smash,Come Out And Play,7/14,1/1,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4510,music/Alternative & Punk/The Offspring/Smash/LERA.m4a,LERA.m4a,Smash,Alternative & Punk,The Offspring,,Smash,Self-Esteem,8/14,1/1,1994,Alternative & Punk,metadata-conflict,0.6,metadata artist differs from folder artist guess
4008,music/Alternative/3 Doors Down/Alternative Mix/UBFK.m4a,UBFK.m4a,Alternative Mix,Alternative,3 Doors Down,,Alternative Mix,When I'm Gone,2/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4009,music/Alternative/311/311/GBAH.m4a,GBAH.m4a,311,Alternative,311,,311,Don't Tread On Me,4/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4010,music/Alternative/311/311/MTNF.m4a,MTNF.m4a,311,Alternative,311,,311,Amber,1/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4011,music/Alternative/311/311/PFZD.m4a,PFZD.m4a,311,Alternative,311,,311,All Mixed Up,4/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4012,music/Alternative/AFI/Alternative Mix/PIUM.m4a,PIUM.m4a,Alternative Mix,Alternative,AFI,,Alternative Mix,The Leaving Song Part 2,2/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4013,music/Alternative/AFI/Alternative Mix/YKMJ.m4a,YKMJ.m4a,Alternative Mix,Alternative,AFI,,Alternative Mix,Miss Murder,5/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4014,music/Alternative/Alice In Chains/Alice In Chains/HCAA.mp3,HCAA.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Man In The Box,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4015,music/Alternative/Alice In Chains/Alice In Chains/JIJJ.mp3,JIJJ.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Alone,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4016,music/Alternative/Alice In Chains/Alice In Chains/NMOD.mp3,NMOD.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Am I Inside,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4017,music/Alternative/Alice In Chains/Alice In Chains/OCOT.mp3,OCOT.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Heaven Beside You,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4018,music/Alternative/Alice In Chains/Alice In Chains/QUMK.mp3,QUMK.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Don't Follow (Acoustic),,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4019,music/Alternative/Alice In Chains/Alice In Chains/RRCY.mp3,RRCY.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,No Excuses,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4020,music/Alternative/Alice In Chains/Alice In Chains/TSOP.mp3,TSOP.mp3,Alice In Chains,Alternative,Alice In Chains,,Alice In Chains,Got Me Wrong,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4021,music/Alternative/Blessed Union Of Souls/Alternative Mix/NMPG.m4a,NMPG.m4a,Alternative Mix,Alternative,Blessed Union Of Souls,,Alternative Mix,Hey Leonardo,6/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4022,music/Alternative/Blind Melon/Alternative Mix/CWTS.m4a,CWTS.m4a,Alternative Mix,Alternative,Blind Melon,,Alternative Mix,No Rain,2/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4023,music/Alternative/Blink-182/Alternative Mix/DWZV.m4a,DWZV.m4a,Alternative Mix,Alternative,Blink-182,,Alternative Mix,I Miss You,3/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4024,music/Alternative/Blink-182/Alternative Mix/KIAM.m4a,KIAM.m4a,Alternative Mix,Alternative,Blink-182,,Alternative Mix,Stay Together For The Kids,4/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4025,music/Alternative/Blues Travlers/Alternative Mix/ZOMG.m4a,ZOMG.m4a,Alternative Mix,Alternative,Blues Travlers,,Alternative Mix,Hard To Say,2/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4026,music/Alternative/Bush/Alternative Mix/EIIE.m4a,EIIE.m4a,Alternative Mix,Alternative,Bush,,Alternative Mix,Chemicals Between Us,9/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4027,music/Alternative/Bush/Alternative Mix/PEIJ.mp3,PEIJ.mp3,Alternative Mix,Alternative,Bush,,Alternative Mix,Everything Zen,,,1994,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4028,music/Alternative/Bush/Alternative Mix/YUHY.m4a,YUHY.m4a,Alternative Mix,Alternative,Bush,,Alternative Mix,Glycerine,15/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4029,music/Alternative/Bush/Alternative Mix/YXGY.m4a,YXGY.m4a,Alternative Mix,Alternative,Bush,,Alternative Mix,Machinehead,11/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4030,music/Alternative/CandleBox/Alternative Mix/HXPD.m4a,HXPD.m4a,Alternative Mix,Alternative,CandleBox,,Alternative Mix,Far Behind,4/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4031,music/Alternative/Chevelle/Alternative Mix/KRKG.m4a,KRKG.m4a,Alternative Mix,Alternative,Chevelle,,Alternative Mix,Send The Pain Below,12/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4032,music/Alternative/Collective Soul/Collective Soul/MCNR.m4a,MCNR.m4a,Collective Soul,Alternative,Collective Soul,,Collective Soul,The World I Know,13/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4033,music/Alternative/Collective Soul/Collective Soul/QPAB.m4a,QPAB.m4a,Collective Soul,Alternative,Collective Soul,,Collective Soul,Heaven Let Your Light Shine Down,17/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4034,music/Alternative/Death Cab For Cutie/Plans/EGKH.mp3,EGKH.mp3,Plans,Alternative,Death Cab For Cutie,Death Cab for Cutie,Plans,Soul Meets Body,2,,2005,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4035,music/Alternative/Depeche Mode/Depeche Mode/LPTP.m4a,LPTP.m4a,Depeche Mode,Alternative,Depeche Mode,,Depeche Mode,Policy Of Truth,6/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4036,music/Alternative/Drowning Pool/Alternative Mix/GAFW.m4a,GAFW.m4a,Alternative Mix,Alternative,Drowning Pool,,Alternative Mix,Bodies,6/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4037,music/Alternative/Duran Duran/Alternative Mix/RNZH.m4a,RNZH.m4a,Alternative Mix,Alternative,Duran Duran,,Alternative Mix,Come Undone,3/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4038,music/Alternative/Evanescence/Alternative Mix/EZZI.m4a,EZZI.m4a,Alternative Mix,Alternative,Evanescence,,Alternative Mix,Call Me When Your Sober,20/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4039,music/Alternative/Eve 6/Alternative Mix/PDRC.m4a,PDRC.m4a,Alternative Mix,Alternative,Eve 6,,Alternative Mix,Inside Out,7/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4040,music/Alternative/Everclear/Alternative Mix/NFDR.m4a,NFDR.m4a,Alternative Mix,Alternative,Everclear,,Alternative Mix,Father Of Mine,12/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4041,music/Alternative/Everclear/Everclear/NHKL.m4a,NHKL.m4a,Everclear,Alternative,Everclear,,Everclear,Santa Monica,1/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4042,music/Alternative/Everlast/Alternative Mix/FBAU.m4a,FBAU.m4a,Alternative Mix,Alternative,Everlast,,Alternative Mix,What It's like,8/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4043,music/Alternative/Fallout Boy/Alternative Mix/JTZH.m4a,JTZH.m4a,Alternative Mix,Alternative,Fallout Boy,,Alternative Mix,"Dance, Dance",4/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4044,music/Alternative/Fallout Boy/Alternative Mix/UUEW.m4a,UUEW.m4a,Alternative Mix,Alternative,Fallout Boy,,Alternative Mix,"Sugar, We're Going Down",4/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4045,music/Alternative/Foo Fighters/Alternative Mix/LFJM.m4a,LFJM.m4a,Alternative Mix,Alternative,Foo Fighters,,Alternative Mix,My Hero,6/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4046,music/Alternative/Foo Fighters/Alternative Mix/PGAA.m4a,PGAA.m4a,Alternative Mix,Alternative,Foo Fighters,,Alternative Mix,DOA,5/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4047,music/Alternative/Foo Fighters/Alternative Mix/RTES.mp3,RTES.mp3,Alternative Mix,Alternative,Foo Fighters,,Alternative Mix,Darling Nikki,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4048,music/Alternative/Foo Fighters/Alternative Mix/WBCP.m4a,WBCP.m4a,Alternative Mix,Alternative,Foo Fighters,,Alternative Mix,The Best Of You,9/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4049,music/Alternative/Fuel/Alternative Mix/QWLD.m4a,QWLD.m4a,Alternative Mix,Alternative,Fuel,,Alternative Mix,Hemmorage,8/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4050,music/Alternative/Fuel/Sunburn/YFXB.m4a,YFXB.m4a,Sunburn,Alternative,Fuel,,Sunburn,Shimmer,3/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4051,music/Alternative/Garbage/Alternative Mix/PKBR.m4a,PKBR.m4a,Alternative Mix,Alternative,Garbage,,Alternative Mix,Only Happy When It Rains,7/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4052,music/Alternative/Gorillaz/Alternative Mix/HQWJ.m4a,HQWJ.m4a,Alternative Mix,Alternative,Gorillaz,,Alternative Mix,Clint Eastwood,12/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4053,music/Alternative/Gorillaz/Alternative Mix/REIG.m4a,REIG.m4a,Alternative Mix,Alternative,Gorillaz,,Alternative Mix,D.A.R.E,7/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4054,music/Alternative/Green Day/Alternative Mix/CVCK.m4a,CVCK.m4a,Alternative Mix,Alternative,Green Day,,Alternative Mix,When September Ends,10/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4055,music/Alternative/Hawthorne Heights/Hawthorne Heights/XSNU.m4a,XSNU.m4a,Hawthorne Heights,Alternative,Hawthorne Heights,,Hawthorne Heights,Ohio Is For Lovers,9/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4056,music/Alternative/Hawthorne Heights/Hawthorne Heights/ZGUO.m4a,ZGUO.m4a,Hawthorne Heights,Alternative,Hawthorne Heights,,Hawthorne Heights,Saying Sorry,8/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4057,music/Alternative/Hinder/Extreme Behavior/JECP.mp3,JECP.mp3,Extreme Behavior,Alternative,Hinder,,Extreme Behavior,Get Stoned,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4058,music/Alternative/Hoobastank/Alternative Mix/VIWQ.m4a,VIWQ.m4a,Alternative Mix,Alternative,Hoobastank,,Alternative Mix,Crawling In The Dark,10/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4059,music/Alternative/Incubus/Alternative Mix/BFRY.m4a,BFRY.m4a,Alternative Mix,Alternative,Incubus,,Alternative Mix,Pardon Me,1/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4060,music/Alternative/Incubus/Alternative Mix/MEBO.m4a,MEBO.m4a,Alternative Mix,Alternative,Incubus,,Alternative Mix,Wish You Were Here,6/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4061,music/Alternative/Incubus/Alternative Mix/MTTZ.m4a,MTTZ.m4a,Alternative Mix,Alternative,Incubus,,Alternative Mix,Drive,5/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4062,music/Alternative/Incubus/Alternative Mix/PSXF.m4a,PSXF.m4a,Alternative Mix,Alternative,Incubus,,Alternative Mix,Stellar,14/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4063,music/Alternative/Incubus/Alternative Mix/RVNY.m4a,RVNY.m4a,Alternative Mix,Alternative,Incubus,,Alternative Mix,Nice To Know You,11/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4064,music/Alternative/Jimmy Eat World/Alternative Mix/MOWG.m4a,MOWG.m4a,Alternative Mix,Alternative,Jimmy Eat World,,Alternative Mix,Pain,7/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4065,music/Alternative/Johnny Cash/Johnny Cash/GKBV.mp3,GKBV.mp3,Johnny Cash,Alternative,Johnny Cash,,Johnny Cash,Ring of Fire,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4066,music/Alternative/Johnny Cash/Johnny Cash/HVLU.mp3,HVLU.mp3,Johnny Cash,Alternative,Johnny Cash,,Johnny Cash,I Walk the Line,,,0001-03,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4067,music/Alternative/Johnny Cash/Johnny Cash/SVZP.mp3,SVZP.mp3,Johnny Cash,Alternative,Johnny Cash,,Johnny Cash,Hurt,2/15,,2002,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4068,music/Alternative/Linkin Park/Reanimation/JIPP.m4a,JIPP.m4a,Reanimation,Alternative,Linkin Park,,Reanimation,My December,2/17,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4069,music/Alternative/Marcy Playground/Alternative Mix/XBQG.m4a,XBQG.m4a,Alternative Mix,Alternative,Marcy Playground,,Alternative Mix,Sex And Candy,13/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4070,music/Alternative/Matchbox Twenty/Alternative Mix/EGQG.m4a,EGQG.m4a,Alternative Mix,Alternative,Matchbox Twenty,,Alternative Mix,Unwell,4/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4071,music/Alternative/Matchbox Twenty/Alternative Mix/MVMV.m4a,MVMV.m4a,Alternative Mix,Alternative,Matchbox Twenty,,Alternative Mix,Push,10/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4072,music/Alternative/Metallica/Alternative Mix/RRVY.m4a,RRVY.m4a,Alternative Mix,Alternative,Metallica,,Alternative Mix,Turn The Page,12/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4073,music/Alternative/Metallica/Metallica/AVQI.m4a,AVQI.m4a,Metallica,Alternative,Metallica,,Metallica,The Unforgiven,14/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4074,music/Alternative/Metallica/Metallica/IFIS.m4a,IFIS.m4a,Metallica,Alternative,Metallica,,Metallica,Nothing Else Matters,12/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4075,music/Alternative/My Chemical Romance/Alternative Mix/GHGW.m4a,GHGW.m4a,Alternative Mix,Alternative,My Chemical Romance,,Alternative Mix,Helena,9/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4076,music/Alternative/My Chemical Romance/My Chemical Romance/EKUG.m4a,EKUG.m4a,My Chemical Romance,Alternative,My Chemical Romance,,My Chemical Romance,I'm Not OK,15/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4077,music/Alternative/My Chemical Romance/My Chemical Romance/KECH.m4a,KECH.m4a,My Chemical Romance,Alternative,My Chemical Romance,,My Chemical Romance,Ghost Of You,16/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4078,music/Alternative/Nine Inch Nails/Alternative Mix/QWHZ.m4a,QWHZ.m4a,Alternative Mix,Alternative,Nine Inch Nails,,Alternative Mix,The Hand That Feeds,10/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4079,music/Alternative/Nirvana/Alternative Mix/DANV.m4a,DANV.m4a,Alternative Mix,Alternative,Nirvana,,Alternative Mix,Smells Like Teen Spirit,13/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4080,music/Alternative/Nirvana/Alternative Mix/EUIL.m4a,EUIL.m4a,Alternative Mix,Alternative,Nirvana,,Alternative Mix,All Apologies,14/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4081,music/Alternative/Nirvana/Nirvana/MTAZ.m4a,MTAZ.m4a,Nirvana,Alternative,Nirvana,,Nirvana,Rape Me,9/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4082,music/Alternative/Nirvana/Nirvana/ZJFP.m4a,ZJFP.m4a,Nirvana,Alternative,Nirvana,,Nirvana,Come As You Are,5/19,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4083,music/Alternative/Oasis/Oasis/PJYH.m4a,PJYH.m4a,Oasis,Alternative,Oasis,,Oasis,Wonderwall,11/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4084,music/Alternative/Our Lady Peace/Alternative Mix/KURO.m4a,KURO.m4a,Alternative Mix,Alternative,Our Lady Peace,,Alternative Mix,Falling Back To Me,12/13,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4085,music/Alternative/Ozzy Osbourne/Alternative Mix/WNAD.mp3,WNAD.mp3,Alternative Mix,Alternative,Ozzy Osbourne,,Alternative Mix,Iron Man,,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4086,music/Alternative/P.O.D/Alternative Mix/FALU.m4a,FALU.m4a,Alternative Mix,Alternative,P.O.D,,Alternative Mix,Goodbye For Now,17/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4087,music/Alternative/P.O.D/Alternative Mix/GBRO.m4a,GBRO.m4a,Alternative Mix,Alternative,P.O.D,,Alternative Mix,Youth Of The Nation,7/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4088,music/Alternative/P.O.D/Alternative Mix/NYUO.mp3,NYUO.mp3,Alternative Mix,Alternative,P.O.D,,Alternative Mix,Click Click Boom,10,,2001,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4089,music/Alternative/P.O.D/Alternative Mix/VBMX.m4a,VBMX.m4a,Alternative Mix,Alternative,P.O.D,,Alternative Mix,Alive,11/14,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4090,music/Alternative/Papa Roach/Alternative Mix/EEBA.m4a,EEBA.m4a,Alternative Mix,Alternative,Papa Roach,,Alternative Mix,Scars,1/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4091,music/Alternative/Papa Roach/Alternative Mix/FULW.m4a,FULW.m4a,Alternative Mix,Alternative,Papa Roach,,Alternative Mix,Last Resort,12/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4092,music/Alternative/Papa Roach/Alternative Mix/OZFJ.m4a,OZFJ.m4a,Alternative Mix,Alternative,Papa Roach,,Alternative Mix,To Be Loved,18/20,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4093,music/Alternative/Peeping Tom/Peeping Tom/EIPU.m4a,EIPU.m4a,Peeping Tom,Alternative,Peeping Tom,,Peeping Tom,Mojo,12/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
4094,music/Alternative/Powerman 5000/Alternative Mix/DRGI.m4a,DRGI.m4a,Alternative Mix,Alternative,Powerman 5000,,Alternative Mix,When Worlds Collide,16/18,,,Alternative,metadata-conflict,0.6,metadata artist differs from folder artist guess
